_id,Source,Source_ID,Location,Artist,Title,Medium,ArtForm,Status,ImageName,ImageURL,ThumbURL,ImageAltText,WARD,WARD_FULLNAME,YEAR_INSTALLED,Description,OwnedBy,CommissionedBy,PublicArtConsultant,ImageOrientation,ExternalLink,ExternalLinkText,geometry
318,Percent for Public Art - Private Developer Program,92128,"200 Front Street West, Simcoe Place","Astman, Barbara",Aurorae,Etched Glass,None,Existing,Aurorea1.jpg,https://www.toronto.ca/ext/pln/publicart/Aurorea1.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/Aurorea1.jpg,None,10,Spadina-Fort York,1995,None,None,Cadillac Fairview,None,landscape,None,None,"{'type': 'MultiPoint', 'coordinates': [[-79.386062, 43.64477]]}"
319,Percent for Public Art - Private Developer Program,9037,300 Front Street West,Jason Bruges Studio,Back to Front,None,None,Existing,BackTOFront.jpg,https://www.toronto.ca/ext/pln/publicart/BackTOFront.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/BackTOFront.jpg,None,10,Spadina-Fort York,2014,"Located at the corner of John and Front Street, providing the southern anchor to the ""John Street Media Corridor"". The sculptural expression of the artwork materially compliments the park design while activating public space through interactivity.  The artwork senses the dynamic shadows, cast by the movement of people, the shifting of trees and the changing angles of the sun. These shadows transfer animated silhouettes across the artwork, challenging the boundary of back and front.  Back to Front is inspired by its close proximity to the City's historic waterfront and to nearby Lake Ontario which exposes the City to dramatic weather fronts all year round.",None,Tridel,None,landscape,https://urbantoronto.ca/news/2013/07/light-and-shadow-public-art-will-animate-tridels-300-front-st-w,External website,"{'type': 'MultiPoint', 'coordinates': [[-79.389439, 43.644062]]}"
320,Percent for Public Art - Private Developer Program,9029,"430 King Street West, The Charlie","Lind, Jed",Ballast,Patinated Cast Bronze,None,Existing,Lind_Ballast4.jpg,https://www.toronto.ca/ext/pln/publicart/Lind_Ballast4.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/Lind_Ballast4.jpg,None,10,Spadina-Fort York,2013,"Much like the Toronto waterfront the old and gritty loading docks, silos and rip rap have been replaced with bike paths, boardwalks and condominiums. I thought of a particular text that Buckminster Fuller had written about the origins of the roof. Fuller traced the origin of the roof to the skeleton of the whale. As he saw it the cavity / skeleton of the whale was the model on which early wood boats were made - think about the spine, ribs and planking of a boat like the anatomy of a whale. And early explorers used their upturned boats as ideal cover/shelter in new terrain and thus the inverted boat became a precursor to the modern roof - beams, planks and ridge board.  So with this transformation in mind I became keenly interested in the Great Lake freight boats, Lakers, as they are called that have essentially been made obsolete in the wake of the changing demographic of the down town core. According to Fuller this was the natural progression from the natural -> utility -> settlement. The ship, a relic of an earlier time, has yielded to buildings like the one it stands before and is left to the viewer whether Ballast is rising from or sinking into the ground below. My hopes are that the architecture of Ballast will also create a social space, where residents of this area can contemplate these issues and children can play and discover.Artist Statement.""",None,Great Gulf,None,landscape,None,None,"{'type': 'MultiPoint', 'coordinates': [[-79.393716, 43.645817]]}"
321,Percent for Public Art - Private Developer Program,2100,2 Queen Street East,"Steinman, Barbara",Banking Hours,Back-lit photographs,None,Existing,BankingHours.jpg,https://www.toronto.ca/ext/pln/publicart/BankingHours.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/BankingHours.jpg,None,13,Toronto Centre,TBD,None,None,Olympia & York,None,landscape,None,None,"{'type': 'MultiPoint', 'coordinates': [[-79.37885397, 43.65274972]]}"
322,Percent for Public Art - Private Developer Program,98069,"11 Mariner Terrace, CityPlace","Gazitua, Francisco",Barca Volante,Corten Steel,None,Existing,BarcaVolante.jpg,https://www.toronto.ca/ext/pln/publicart/BarcaVolante.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/BarcaVolante.jpg,None,10,Spadina-Fort York,2005,None,None,Concord Adex Developments Corporation,None,portrait,None,None,"{'type': 'MultiPoint', 'coordinates': [[-79.391071, 43.639934]]}"
323,Percent for Public Art - Private Developer Program,2101,1025 The Queensway,"McEwen, John",Between Heaven and Earth,Corten Steel,None,Existing,BetweenHeavencrop.jpg,https://www.toronto.ca/ext/pln/publicart/BetweenHeavencrop.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/BetweenHeavencrop.jpg,None,3,Etobicoke-Lakeshore,2002,None,None,Cineplex Odeon Corporation,None,landscape,None,None,"{'type': 'MultiPoint', 'coordinates': [[-79.516488, 43.622457]]}"
324,Percent for Public Art - Private Developer Program,90101,10 Yonge Street,"Deacon, Richard",Between The Eyes,"Painted Steel, Stainless Steel, Cement, Granite",None,Existing,BetweenTheEyes2.jpg,https://www.toronto.ca/ext/pln/publicart/BetweenTheEyes2.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/BetweenTheEyes2.jpg,None,10,Spadina-Fort York,1990,None,None,Camrost Felcorp,None,landscape,None,None,"{'type': 'MultiPoint', 'coordinates': [[-79.374906, 43.641994]]}"
325,Percent for Public Art - Private Developer Program,089150 (M),"1 Adelaide Street East, One Financial Place","Haufschild, Lutz",Between the Skies,Stained Glass,None,Existing,BetweenTheSkies2.jpg,https://www.toronto.ca/ext/pln/publicart/BetweenTheSkies2.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/BetweenTheSkies2.jpg,None,13,Toronto Centre,1990,None,None,Twigg Yonge Adelaide Limited,None,portrait,None,None,"{'type': 'MultiPoint', 'coordinates': [[-79.378108, 43.650296]]}"
326,Percent for Public Art Commissions Donated to the City,98069,Canoe Landing Park,"Coupland, Douglas",Bobber Plaza,"Steel, Resin, LEDs",None,Existing,Coupland_BobberPlaza.jpg,https://www.toronto.ca/ext/pln/publicart/Coupland_BobberPlaza.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/Coupland_BobberPlaza.jpg,None,10,Spadina-Fort York,2009,"Complementing the Red Canoe and serving as the central locus of Canoe Landing Park, Douglas Coupland's ""Bobber Plaza"" is one of Toronto's most popular public artworks. Integrated into a water play plaza, this work gives welcome relief in the heat of summer.The Bobbers were inspired by colourful fishing floats (The artist explains that like the Canoe and Beaver Dam, the Bobbers are meant to reference the lake, as well as ""create a sense of futuristic Canadian energy."")",CityPlace,Concord Adex Development Corporation/City of Toronto Public Arts and Monuments Collection,None,landscape,None,None,"{'type': 'MultiPoint', 'coordinates': [[-79.39683, 43.63941]]}"
327,Percent for Public Art Commissions Donated to the City,92128,"200 Front Street West, Simcoe Place","Golden, Brad / Eichenberg, Lynne",Campsite Founding - Simcoe Memorial,"Stone, Bronze, Mixed Metal, Water",None,Existing,CampsiteFounding1.jpg,https://www.toronto.ca/ext/pln/publicart/CampsiteFounding1.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/CampsiteFounding1.jpg,None,10,Spadina-Fort York,1994,None,None,Cadillac Fairview/Toronto Historical Board,None,landscape,None,None,"{'type': 'MultiPoint', 'coordinates': [[-79.386373, 43.644665]]}"
328,Percent for Public Art - Private Developer Program,7039,"234 Adelaide Street East, VU Condos","Tod, Joanne",Canada's First Post Office,Stainless Steel,None,Existing,Tod_Canadas_First_Post_Office2.jpg,https://www.toronto.ca/ext/pln/publicart/Tod_Canadas_First_Post_Office2.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/Tod_Canadas_First_Post_Office2.jpg,None,13,Toronto Centre,2011,None,None,Aspen Ridge Developments,None,landscape,None,None,"{'type': 'MultiPoint', 'coordinates': [[-79.371489, 43.651696]]}"
329,Percent for Public Art - Private Developer Program,8055,"105 The Queensway, NXT Condos","McEwen, John",Canoe and Calipers,Steel and Bronze,None,Existing,Canoe_Caliper7closeup.jpg,https://www.toronto.ca/ext/pln/publicart/Canoe_Caliper7closeup.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/Canoe_Caliper7closeup.jpg,None,4,Parkdale-High Park,2006,None,None,Cresford Developments,None,landscape,None,None,"{'type': 'MultiPoint', 'coordinates': [[-79.469457, 43.637051]]}"
330,Percent for Public Art - Private Developer Program,6063,"38 The Esplanade, London on the Esplanade","Gazitua, Francisco",Canopy,Steel,None,Existing,Gazitua_Canopy1.jpg,https://www.toronto.ca/ext/pln/publicart/Gazitua_Canopy1.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/Gazitua_Canopy1.jpg,None,13,Toronto Centre,2009,None,None,Cityzen Developments,None,portrait,None,None,"{'type': 'MultiPoint', 'coordinates': [[-79.374563, 43.646661]]}"
331,Percent for Public Art - Private Developer Program,92110,21 Canniff Street,"Favro, Murray",City Sounds,None,None,Existing,CitySounds.jpg,https://www.toronto.ca/ext/pln/publicart/CitySounds.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/CitySounds.jpg,None,10,Spadina-Fort York,1992,None,None,Bell Canada,None,landscape,None,None,"{'type': 'MultiPoint', 'coordinates': [[-79.411133, 43.641264]]}"
332,Percent for Public Art - Private Developer Program,1003,1 King Street West,"Göllner, Adrian",Cloud Bank,Polyester Banner and Theatrical Lighting,None,Existing,Gollner_CloudBank.jpg,https://www.toronto.ca/ext/pln/publicart/Gollner_CloudBank.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/Gollner_CloudBank.jpg,None,13,Toronto Centre,2006,"Linking the old Dominion Bank building to the new skyscraper at 1 King West allowed for a lightwell and atrium, but the steel super-structure of the bank extended into the atrium space creating an imposing grid. As there are residential units with no exterior view directly across from the grid, I provided each with its own cloud.  24 sheer banners hang within the grid gently swaying. Theatrical lamps will be trained on each cloud and balanced with lamps housed behind the beams. Artist Statement.",None,"One King West Incorporated, Five King West Incorporated",None,portrait,None,None,"{'type': 'MultiPoint', 'coordinates': [[-79.378242, 43.648803]]}"
333,Percent for Public Art - Private Developer Program,98069,313 Bremner Boulevard,"Mullican, Matt",Combination of the Two,Steel,None,Existing,Combination4.jpg,https://www.toronto.ca/ext/pln/publicart/Combination4.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/Combination4.jpg,None,10,Spadina-Fort York,2005,None,None,Concord Adex Developments Corporation,None,landscape,None,None,"{'type': 'MultiPoint', 'coordinates': [[-79.390308, 43.64033]]}"
334,Percent for Public Art - Private Developer Program,12054,"88 Queens Quay West, RBC Waterpark Place","Paine, Roxy",Compartment Earth,Stainless Steel,None,Existing,CompartmentEarth.jpg,https://www.toronto.ca/ext/pln/publicart/CompartmentEarth.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/CompartmentEarth.jpg,None,10,Spadina-Fort York,2015,None,None,Oxford Properties Group Incorporated,None,landscape,None,None,"{'type': 'MultiPoint', 'coordinates': [[-79.378707, 43.64085]]}"
335,Percent for Public Art - Private Developer Program,2102,"50 John Street, Rosemont Residences","Paley, Albert",Constellation,Stainless Steel,None,Existing,Constellation.jpg,https://www.toronto.ca/ext/pln/publicart/Constellation.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/Constellation.jpg,None,10,Spadina-Fort York,2002,None,None,The Goldman Group,None,portrait,None,None,"{'type': 'MultiPoint', 'coordinates': [[-79.389615, 43.645602]]}"
336,Percent for Public Art - Private Developer Program,3044,"111 Elizabeth Street, One City Hall Place","Momoli, Vinicio",Contrappunto,Coloured Plexiglass,None,Existing,vancouver_and_obama_068.jpg,https://www.toronto.ca/ext/pln/publicart/vancouver_and_obama_068.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/vancouver_and_obama_068.jpg,None,10,Spadina-Fort York,2006,None,None,Diamante Development Corporation,None,portrait,None,None,"{'type': 'MultiPoint', 'coordinates': [[-79.38468, 43.654844]]}"
337,Percent for Public Art - Private Developer Program,089150 (G),"Massey Street and Shaw Street,  Copperfield Condominiums","McKinnon, John",Copperfield Fence,Steel,None,Existing,Copperfield.jpg,https://www.toronto.ca/ext/pln/publicart/Copperfield.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/Copperfield.jpg,None,10,Spadina-Fort York,1988,None,None,Dan-Cam Developments Limited,None,landscape,None,None,"{'type': 'MultiPoint', 'coordinates': [[-79.414374, 43.642835]]}"
338,Percent for Public Art - Private Developer Program,8040,"400 Jarvis Street, Canada's National Ballet School","Dean, Tom",Desire,Bronze,None,Existing,national_ballet.jpg,https://www.toronto.ca/ext/pln/publicart/national_ballet.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/national_ballet.jpg,None,13,Toronto Centre,2005,None,None,National Ballet School of Canada,None,portrait,None,None,"{'type': 'MultiPoint', 'coordinates': [[-79.377581, 43.6641]]}"
339,Percent for Public Art - Private Developer Program,7100,"15 Greenview Avenue, Tridel / Meridian Residences","Moyle, Alexander",Dormez-Vous,Bronze,None,Existing,Moyle_Dormez_vous.jpg,https://www.toronto.ca/ext/pln/publicart/Moyle_Dormez_vous.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/Moyle_Dormez_vous.jpg,None,18,Willowdale,2008,"The public art for the Meridian Residences development is designed to benefit both residents of the development and their visitors by providing a high-profile art location directly associated with the development's public driveway and main entrance. The art engages landscape features including an entrance garden, water feature, soft landscaping and site furniture which provides an opportunity for collaboration between the artist and landscape architect in the design of the water feature and garden.",None,Tridel,None,landscape,None,None,"{'type': 'MultiPoint', 'coordinates': [[-79.418143, 43.779746]]}"
340,Percent for Public Art - Private Developer Program,10031,"580 Jarvis Street, X2 Condominiums","Dark, Shayne",Double Take,NA,None,Existing,DoubleTake.jpg,https://www.toronto.ca/ext/pln/publicart/DoubleTake.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/DoubleTake.jpg,None,13,Toronto Centre,2014,None,None,Great Gulf,None,portrait,None,None,"{'type': 'MultiPoint', 'coordinates': [[-79.380048, 43.669673]]}"
341,Percent for Public Art - Private Developer Program,6067,"110 Charles Street East, X-The Condominium","Dark, Shayne",Double Vision,None,None,Existing,Dark_Double_Vision.jpg,https://www.toronto.ca/ext/pln/publicart/Dark_Double_Vision.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/Dark_Double_Vision.jpg,None,11,University-Rosedale,2010,None,None,Great Gulf,None,portrait,None,None,"{'type': 'MultiPoint', 'coordinates': [[-79.380139, 43.670005]]}"
342,Percent for Public Art - Private Developer Program,11021,"8 The Esplanade, The Sony Centre for the Performing Arts","Valentine, Harley",Dream Ballet,Mirrored Finish Stainless Steel,None,Existing,DreamBallet.jpg,https://www.toronto.ca/ext/pln/publicart/DreamBallet.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/DreamBallet.jpg,None,13,Toronto Centre,2016,None,None,Castle Point Development,None,landscape,None,None,"{'type': 'MultiPoint', 'coordinates': [[-79.37634546, 43.64622711]]}"
343,Percent for Public Art - Private Developer Program,9031,"12 York Street, ICE Condominiums","Phaophanit, Vong / Oboussier, Claire",Dream House (Urban Firefly),None,None,Under Construction,UrbanFirefly.jpg,https://www.toronto.ca/ext/pln/publicart/UrbanFirefly.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/UrbanFirefly.jpg,None,10,Spadina-Fort York,2015,"Urban Firefly work takes the form of a diminutive, powerful three-dimensional 'house image' perched atop a mighty yet elegant sculptural 'stilt'. During daylight hours Urban Firefly will be a strong and elegant sculptural object with multiple resonances: reminiscent of a tree house, an eyrie or a cabin. The reference to the archetypal house"" object is direct and strong but there is also a sense of nest like fragility and precariousness in the way Urban Firefly sits, delicately held aloft by the outstretched 'fingers' of the robust stilt.""",None,None,None,landscape,https://www.atopia.org.uk/latest-news/dream-house/,External website,"{'type': 'MultiPoint', 'coordinates': [[-79.382072, 43.642001]]}"
344,Percent for Public Art - Private Developer Program,8044,"125 Queens Quay East, Corus Quay",Troika,Drizzle,None,None,Existing,Troika_Drizzle.jpg,https://www.toronto.ca/ext/pln/publicart/Troika_Drizzle.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/Troika_Drizzle.jpg,None,10,Spadina-Fort York,2010,Drizzle is playing with the idea of a cloud being caught inside the building where rain appears to protrude through slits in the soffit. Drizzling rain appears to be falling through a long and narrow gap in the building. This illusion is created by custom designed simple LED and lens mechanisms that are placed along a line which allows for the creation of beautifully crisp animations of rain drops.,None,Toronto Port Lands Company & Corus Entertainment,None,landscape,None,None,"{'type': 'MultiPoint', 'coordinates': [[-79.366715, 43.643182]]}"
345,Percent for Public Art - Private Developer Program,8055,"105 The Queensway, NXT Condos","Hodges, Jim",Echo,"Galvanized Steel Plate, Polished Stainless Steel",None,Existing,GoTrainImage.jpg,https://www.toronto.ca/ext/pln/publicart/GoTrainImage.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/GoTrainImage.jpg,None,4,Parkdale-High Park,2013,None,None,Cresford Developments,None,landscape,None,None,"{'type': 'MultiPoint', 'coordinates': [[-79.470405, 43.635628]]}"
346,Percent for Public Art - Private Developer Program,97100,"222 Bremner Boulevard, Metropolitan Toronto Convention Centre","Burnett, Brian",Elevating the Millennium,paint,None,None,ElevatingTheMillenium.jpg,https://www.toronto.ca/ext/pln/publicart/ElevatingTheMillenium.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/ElevatingTheMillenium.jpg,None,10,Spadina-Fort York,1997,None,None,Metropolitan Toronto Convention Centre,None,landscape,None,None,"{'type': 'MultiPoint', 'coordinates': [[-79.38489717, 43.64268455]]}"
347,Percent for Public Art - Private Developer Program,99027,"250 Wellington Street West, The Icon","Goulet, Michel",Fairgrounds,"Stainless Steel, Aluminum",None,Existing,fairgrounds_4.jpg,https://www.toronto.ca/ext/pln/publicart/fairgrounds_4.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/fairgrounds_4.jpg,None,10,Spadina-Fort York,2003,None,None,"Tridel, Dorsay",None,landscape,None,None,"{'type': 'MultiPoint', 'coordinates': [[-79.390868, 43.645072]]}"
348,Percent for Public Art - Private Developer Program,2058,"650 Fleet Street, Waterpark City","Acconci, Vito",Fence-on-the-loose,None,None,Existing,Fence_on_the_loose.jpg,https://www.toronto.ca/ext/pln/publicart/Fence_on_the_loose.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/Fence_on_the_loose.jpg,None,10,Spadina-Fort York,TBD,None,None,Lanterra,None,landscape,None,None,"{'type': 'MultiPoint', 'coordinates': [[-79.406581, 43.63651]]}"
349,Percent for Public Art - Private Developer Program,8054,"1019 Sheppard Avenue East, Concord Park Place","Root, Derek",Field Map I & II,None,None,Existing,FieldMap.jpg,https://www.toronto.ca/ext/pln/publicart/FieldMap.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/FieldMap.jpg,None,17,Don Valley North,2011,None,None,Concord Adex Development Corp.,None,landscape,None,None,"{'type': 'MultiPoint', 'coordinates': [[-79.3719793, 43.76976566]]}"
350,Percent for Public Art - Private Developer Program,5101,"25 Carlton Street, Encore at The Met","Hilton Moore, Marlene",Flow Blue,"Stainless Steel, LED Lights, Resin",None,Existing,Hilton_Moore_Flow_Blue3.jpg,https://www.toronto.ca/ext/pln/publicart/Hilton_Moore_Flow_Blue3.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/Hilton_Moore_Flow_Blue3.jpg,None,13,Toronto Centre,2008,"An avenue of electric-blue painted resin trees, seventeen feet in height, line an archway that joins Granby Street to Carlton Avenue Recalling the majestic trees along Granby Street, the work directs attention to the important connection and historic path between these two streets.  The flow of blue is continued through an LED illuminated stainless steel fence 300m long, highlighting the intricate laser-cut tree branch design in the metal.",None,Edilcan Group,None,landscape,None,None,"{'type': 'MultiPoint', 'coordinates': [[-79.38163, 43.661153]]}"
351,Percent for Public Art Commissions Donated to the City,98069,CityPlace,"Di Suvero, Mark",Flower Power,None,None,Existing,Di_Suvero_Flower_Power.jpg,https://www.toronto.ca/ext/pln/publicart/Di_Suvero_Flower_Power.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/Di_Suvero_Flower_Power.jpg,None,10,Spadina-Fort York,1967,"Created by internationally reknowned sculptor Mark di Suvero, Flower Power, along with a similar sculpture, No Shoes, was commissioned for the International Sculpture Symposium in Toronto in 1967, and installed in High Park. . These works were the first large scale works completed by the artist and had been installed in High Park for more than 40 years. In 2008, the works were removed by City of Toronto Cultural Services and sent to the United States to be restored by the artist.",None,Concord Adex Development Corporation,None,portrait,None,None,"{'type': 'MultiPoint', 'coordinates': [[-79.394845, 43.641199]]}"
352,Percent for Public Art - Private Developer Program,11058,"320 Tweedsmuir Avenue, The Heathview","Hilton Moore, Marlene","Flowers at Our Feet, Moon and Stars Above",None,None,Existing,FlowersAtOurFeetMoonAndStarsAbove.jpg,https://www.toronto.ca/ext/pln/publicart/FlowersAtOurFeetMoonAndStarsAbove.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/FlowersAtOurFeetMoonAndStarsAbove.jpg,None,12,Toronto-St. Paul's,TBD,None,None,Morguard Investments Limited,None,portrait,None,None,"{'type': 'MultiPoint', 'coordinates': [[-79.41442398, 43.68531184]]}"
353,Percent for Public Art Commissions Donated to the City,7035,"120 Homewood Avenue, Wellesley Magill Park","Pien, Ed",Forest Walk,Corten Steel,None,Existing,Pien_Forest_Walk3.jpg,https://www.toronto.ca/ext/pln/publicart/Pien_Forest_Walk3.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/Pien_Forest_Walk3.jpg,None,13,Toronto Centre,2011,None,None,Tridel,None,landscape,None,None,"{'type': 'MultiPoint', 'coordinates': [[-79.375906, 43.667292]]}"
354,Percent for Public Art - Private Developer Program,6064,"55 Scollard Street, Four Seasons Hotel & Residences","Cormier, Claude",Fountain - Four Seasons Hotel and Residences,None,None,Existing,Fountain_Cormier.jpg,https://www.toronto.ca/ext/pln/publicart/Fountain_Cormier.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/Fountain_Cormier.jpg,None,11,University-Rosedale,2012,None,None,None,None,portrait,https://www.claudecormier.com/en/projet/four-seasons-hotel-and-residences/,External website,"{'type': 'MultiPoint', 'coordinates': [[-79.389478, 43.6718]]}"
355,Percent for Public Art - Private Developer Program,11056,"38 Bastion Street, York Harbour Club Condos","Cesta, Carlo / Krüger, Nestor",Fountaingrove,None,None,Existing,Fountaingrove.jpg,https://www.toronto.ca/ext/pln/publicart/Fountaingrove.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/Fountaingrove.jpg,None,10,Spadina-Fort York,2014,None,None,Plaza Corporation,None,landscape,None,None,"{'type': 'MultiPoint', 'coordinates': [[-79.403836, 43.637289]]}"
356,Percent for Public Art Commissions Donated to the City,9100,"55 Forest Manor Road, Parkway Forest Community Centre","Coupland, Douglas",Four Seasons,Corten Steel,None,Existing,FourSeasons.jpg,https://www.toronto.ca/ext/pln/publicart/FourSeasons.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/FourSeasons.jpg,None,17,Don Valley North,2014,None,None,ELAD Canada,None,landscape,None,None,"{'type': 'MultiPoint', 'coordinates': [[-79.345731, 43.77452]]}"
357,Percent for Public Art - Private Developer Program,92128,"200 Front Street West, Simcoe Place","Gorlitz, Will",From the Top,Paint,None,Existing,FromTheTop.jpg,https://www.toronto.ca/ext/pln/publicart/FromTheTop.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/FromTheTop.jpg,None,10,Spadina-Fort York,1995,None,None,Cadillac Fairview,None,landscape,None,None,"{'type': 'MultiPoint', 'coordinates': [[-79.386105, 43.644758]]}"
358,Percent for Public Art - Private Developer Program,88100,2 Bloor Street West,"Castle, Wendell",Full Moon Clock,Stainless Steel,None,Existing,Full_Moon_Clock.jpg,https://www.toronto.ca/ext/pln/publicart/Full_Moon_Clock.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/Full_Moon_Clock.jpg,None,11,University-Rosedale,1988,None,None,Hammerson Canada,None,portrait,None,None,"{'type': 'MultiPoint', 'coordinates': [[-79.38716, 43.670988]]}"
359,Percent for Public Art - Private Developer Program,92104,"181 Bay Street, Allen Lamber Galleria","Calatrava, Santiago",Galleria,Painted Steel,None,Existing,Galleria2.jpg,https://www.toronto.ca/ext/pln/publicart/Galleria2.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/Galleria2.jpg,None,13,Toronto Centre,1992,None,None,Brookfield Development Corporation,None,portrait,None,None,"{'type': 'MultiPoint', 'coordinates': [[-79.379308, 43.646871]]}"
360,Percent for Public Art - Private Developer Program,92104,181 Bay Street,"Burton, Scott",Garden Court,None,None,Existing,GardenCourt4.jpg,https://www.toronto.ca/ext/pln/publicart/GardenCourt4.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/GardenCourt4.jpg,None,13,Toronto Centre,1992,None,None,Brookfield Development Corporation,None,landscape,None,None,"{'type': 'MultiPoint', 'coordinates': [[-79.378174, 43.646474]]}"
361,Percent for Public Art - Private Developer Program,98069,"75 Queens Wharf Road, CityPlace, Quartz Condos Prisma Club","Harvey, Katharine",Gardiner Streams,None,None,Existing,gardiner_streams.jpg,https://www.toronto.ca/ext/pln/publicart/gardiner_streams.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/gardiner_streams.jpg,None,10,Spadina-Fort York,2013,"Artist Katharine Harvey spent hours perched in a building overlooking the Gardiner Expressway to plan her concept for ""Gardiner Streams"" her integrated glazing artwork expressively interprets traffic movement on the roadway.",None,Concord Adex Development Corporation,None,landscape,https://player.vimeo.com/video/173727446,External video,"{'type': 'MultiPoint', 'coordinates': [[-79.398657, 43.63836]]}"
362,Percent for Public Art - Private Developer Program,92128,"200 Front Street West, Simcoe Place","Schantz, Karl",Geo-Strata,"Recycled Glass, Concrete",None,Existing,GeoStrata1.jpg,https://www.toronto.ca/ext/pln/publicart/GeoStrata1.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/GeoStrata1.jpg,None,10,Spadina-Fort York,1995,None,None,Cadillac Fairview,None,portrait,None,None,"{'type': 'MultiPoint', 'coordinates': [[-79.386545, 43.644949]]}"
363,Percent for Public Art - Private Developer Program,8046,"832 Bay Street, Burano Condos","Martini, Sandro",Glass Memory,"Fresco, Etched Glass",None,Existing,Martini_GlassMemory3.jpg,https://www.toronto.ca/ext/pln/publicart/Martini_GlassMemory3.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/Martini_GlassMemory3.jpg,None,11,University-Rosedale,2012,None,None,Lanterra and H&R Developments,None,landscape,None,None,"{'type': 'MultiPoint', 'coordinates': [[-79.386487, 43.662398]]}"
364,Percent for Public Art - Private Developer Program,92127,"763 Bay Street, College Park 1","Astman, Barbara",Ground Cover,Custom Concrete Pavers,None,Existing,GroundCover.jpg,https://www.toronto.ca/ext/pln/publicart/GroundCover.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/GroundCover.jpg,None,11,University-Rosedale,1993,None,None,The Conservatory Group,None,portrait,None,None,"{'type': 'MultiPoint', 'coordinates': [[-79.385482, 43.659522]]}"
365,Percent for Public Art - Private Developer Program,11050,"85 East Liberty Street, King West Life Condominiums","Breuning, Olaf",Guardians,"Aluminum, Stainless Steel",None,Existing,Breuning_Guardians1.jpg,https://www.toronto.ca/ext/pln/publicart/Breuning_Guardians1.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/Breuning_Guardians1.jpg,None,10,Spadina-Fort York,2013,"Guardians is Swiss artist Olaf Breuning's first permanent commission in Canada. Inspired by the spirit of the Easter Island stone figures which stand as timeless protectors of the land, Guardians is five abstracted figures grouped in relationship to each other as if in dialogue or collective dance. These aluminum and stainless steel sentinels are a focal point in the entry plaza of a new condominium residence. Their scale is monumental yet intimate, with personality and character expressed through the unique eyes of each figure. Guardians welcomes and protects simultaneously.",None,Plaza Corporation,None,landscape,None,None,"{'type': 'MultiPoint', 'coordinates': [[-79.415874, 43.638246]]}"
